box_quality_tag,box_status,brooks_setup_types,brooks_status,candidate_type,code,commission,compact_kline_pass,entry_date,entry_price,exit_date,exit_price,exit_reason,intraday_stop_breach,market_status,multi_path_confirmed,net_profit,net_return,parameter_set_id,passed_path_count,pattern_type,r_multiple,setup_id,signal_date,slippage,stop_loss_price,tail_path,tail_path_summary,tail_paths,tail_primary_path,tax,total_score,trade_id
NONE,BOX_BREAKOUT_READY,[],BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000063,10.0,False,2025-09-12,43.07303,2025-10-10,53.93601,TARGET,False,MARKET_STRONG,False,1073.504173,0.24922885,s6ps-f03199f3e7189f9b,1,UNKNOWN,4.221863,s6setup-2a2011176a13f3224d4c,2025-09-11,0.097009,40.5,BOX,BOX,"[""BOX""]",BOX,2.7938099999999997,74,s6trade-bf94c124015587c921b9
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_FAILED_BREAKOUT_READY,WATCH_CANDIDATE,000426,10.0,False,2024-05-07,13.148135,2024-06-04,14.180805,MAX_HOLDING,False,MARKET_STRONG,True,92.530631,0.07037548,s6ps-f03199f3e7189f9b,2,UNKNOWN,1.277843,s6setup-d2447255d82b4e7de908,2024-05-06,0.027329,12.34,BOX,MULTI,"[""BOX"", ""BROOKS""]",BROOKS,0.736369,74,s6trade-a4a08798c0eb789d251f
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000519,10.0,True,2025-07-15,20.335315,2025-08-12,22.092885,MAX_HOLDING,False,MARKET_STRONG,False,164.609921,0.08094781,s6ps-f03199f3e7189f9b,1,UNKNOWN,1.434382,s6setup-d125da2ab6d89687d74c,2025-07-14,0.042428,19.11,BOX,BOX,"[""BOX""]",BOX,1.1470719999999999,70,s6trade-3fcc3cc5828d27844ed5
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,000561,10.0,True,2025-09-02,12.74273,2025-09-03,11.85813,STOP,False,MARKET_STRONG,False,-99.077504,-0.07775218,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.013601,s6setup-4e4bdb4f02b2642cc0dd,2025-09-01,0.024601,11.87,BOX,BOX,"[""BOX""]",BOX,0.617508,75,s6trade-e1987f0cd4feba9d94a2
NONE,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000722,10.0,False,2025-06-06,12.9129,2025-06-20,12.00798,STOP,False,MARKET_STRONG,False,-101.117317,-0.07830721,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.013462,s6setup-73ae5bb71010ee426865,2025-06-05,0.024921,12.02,BOX,BOX,"[""BOX""]",BOX,0.62532,72,s6trade-27c6f5559484c1c08ddf
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,000766,10.0,True,2025-07-02,25.29527,2025-07-08,24.08589,STOP,False,MARKET_STRONG,False,-132.191664,-0.05225944,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.020341,s6setup-59623e563d0da8f46a90,2025-07-01,0.049381,24.11,BOX,BOX,"[""BOX""]",BOX,1.2536759999999998,79,s6trade-05213f24ba4de9e00dcb
NONE,BOX_STABLE,[],BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000777,10.0,False,2024-05-15,18.44843,2024-05-16,17.36262,STOP_GAP,True,MARKET_STRONG,False,-119.484947,-0.064767,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.577226,s6setup-2d242922bc99ecab9776,2024-05-14,0.035811,17.76,BOX,BOX,"[""BOX""]",BOX,0.903942,72,s6trade-f9ab51ae03aa78cc8833
NONE,BOX_SUPPORT_READY,[],BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000796,10.0,False,2025-09-26,6.43643,2025-09-29,6.03396,STOP,False,MARKET_STRONG,False,-50.56117,-0.07855468,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.015236,s6setup-bba77eab5c130632d0e3,2025-09-25,0.01247,6.04,BOX,BOX,"[""BOX""]",BOX,0.314168,62,s6trade-97f25fce2402eaff4b68
NONE,BOX_BREAKOUT_READY,[],BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,000833,10.0,False,2025-12-04,20.09007,2025-12-12,19.05093,STOP,False,MARKET_WEAK,False,-114.905698,-0.05719527,s6ps-f03199f3e7189f9b,1,UNKNOWN,-1.018695,s6setup-c7e1dcf42328ff372e2a,2025-12-03,0.039141,19.07,BOX,BOX,"[""BOX""]",BOX,0.991687,71,s6trade-3a2ad8ac9e0ccc8af176
NONE,BOX_STABLE,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,000859,10.0,False,2025-06-10,7.57757,2025-06-11,6.993,STOP,False,MARKET_STRONG,True,-68.821218,-0.09082228,s6ps-f03199f3e7189f9b,2,UNKNOWN,-1.01212,s6setup-1f3480720eb9c5570b71,2025-06-09,0.014571,7.0,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.364221,78,s6trade-f4710279d54813264d81
